8	9239	294.4722723	130
27	7786	242.9172567	224
33	4810	453.164056	157
33	13405	430.352444	153
37	3595	454.1157462	134
46	229	398.6554991	176
46	589	443.2634584	174
46	7193	444.4272135	176
46	7755	435.2744015	173
46	11319	463.7715782	156
54	8785	540.0827946	106
99	8307	240.7628058	141
102	7447	529.954322	125
118	13451	583.3996056	147
145	5713	345.2473032	125
177	5939	836.5599485	52
179	13322	261.0694671	162
183	211	538.848588	174
183	7399	500.520244	179
183	13750	541.6948538	174
190	3420	783.5401269	109
194	11981	528.5255376	141
195	11361	198.742992	172
203	657	500.294415	126
213	2459	740.378446	94
213	4216	477.0253633	108
230	9616	337.3457639	161
245	8937	1350.568495	77
268	12748	659.2367357	142
271	8590	1454.531467	78
280	680	1071.553339	71
280	1277	881.9362945	75
280	3273	988.3621184	77
309	11240	1106.474967	88
318	7827	1756.40187	79
332	3501	502.7898164	94
332	5065	571.1720665	94
343	12324	391.9552208	113
374	6000	449.174408	151
376	13550	202.7046571	170
380	7492	273.2943439	105
401	1423	1856.756161	115
431	7397	332.2346196	110
443	2653	959.9983907	75
453	12175	1359.671412	85
471	5655	848.6894703	108
473	1548	341.9612207	155
483	3494	199.5610191	148
499	9708	1617.604744	72
501	12256	333.0584258	140
512	7324	2271.555356	87
512	11627	2175.950226	86
522	1481	235.6947665	186
524	239	254.5709553	140
525	8808	2225.481315	69
534	5658	240.5551075	196
550	11469	518.6606072	112
550	12943	359.0379936	105
575	12997	1103.874086	98
584	7205	182.0639957	153
585	9852	533.0553832	123
601	4296	355.786576	171
608	4423	658.2369099	85
646	13255	313.9312285	180
649	13489	222.3663222	229
666	13934	342.7927723	176
676	10246	468.6169317	137
702	91	2504.847314	87
712	4288	377.7500282	176
712	10842	440.4746291	182
740	13789	266.4328676	187
747	10655	342.1280002	144
759	9545	477.3607475	130
783	4877	279.8213541	128
785	5071	394.6530694	156
794	3369	808.8886216	120
798	6637	265.8452005	164
821	9191	456.598246	94
839	3593	438.2260623	90
839	6287	633.526767	80
853	890	246.8830677	119
860	10562	236.6057301	143
865	8808	1821.357002	74
880	10873	245.2838354	136
883	4151	343.7375624	110
883	11490	355.8903601	111
886	13463	2691.698018	45
888	450	2374.285072	71
890	5071	395.3054753	148
905	3207	181.9414075	196
917	2189	1178.684975	87
920	3490	3312.31083	50
920	5927	3304.34273	50
948	5515	1134.178512	75
950	4296	402.6630666	170
958	1874	826.9582025	118
958	3981	826.9582025	118
959	1109	467.6450952	154
959	12500	484.9371835	155
973	7962	201.6982819	158
981	2464	1129.525305	81
989	4383	1735.353073	75
1012	12175	1403.198315	82
1013	1294	235.8413958	134
1045	9220	1523.477618	72
1050	9134	194.8066119	198
1051	5470	936.2377274	104
1057	8475	1583.592586	71
1086	11039	190.9722187	168
1100	9107	498.6589157	179
1120	1189	1076.239911	101
1153	467	1138.819706	99
1153	13060	1037.302295	105
1158	10693	288.4756745	149
1186	4286	773.4220781	98
1189	7033	447.0147779	79
1190	7842	242.0339385	159
1196	6678	1812.980474	51
1256	9078	424.0588586	128
1260	4711	612.890573	92
1263	587	1139.300047	113
1268	626	196.4659294	138
1295	7361	257.6965658	175
1309	1	228.0215881	113
1335	12020	213.4058324	141
1367	984	866.7935419	91
1391	597	638.7201349	98
1431	1597	2836.753829	39.44033602
1431	9114	2700.312769	36.92365229
1449	8104	455.3291914	137
1449	9018	448.8076538	138
1472	3156	287.059615	177
1490	109	446.510308	91
1490	12850	451.1544244	93
1493	12273	468.3486826	125
1493	13423	436.9204213	137
1504	9886	229.9649643	139
1508	11192	456.0044189	136
1521	8853	1851.809403	97
1522	13236	968.32524	55
1529	8920	218.8688174	150
1529	9836	334.3394524	141
1529	13174	387.1287667	135
1574	5673	307.3686361	175
1574	6757	307.6069687	181
1574	8794	285.2431588	171
1574	12251	218.0396134	185
1588	9789	427.0422695	144
1611	11634	1019.979063	62
1611	13078	1031.939143	65
1631	8285	2051.728956	82
1646	13816	276.7357866	188
1647	5464	184.9257448	204
1665	4055	405.9293126	95
1669	3973	1865.159707	107
1669	6560	1860.955565	107
1669	12361	1722.552319	109
1676	3924	1526.119638	96
1731	13725	225.4463243	140
1735	12776	392.1641007	139
1831	11646	1523.203719	84
1854	2438	1260.719431	90
1870	5931	903.7676346	100
1886	6848	716.2838304	99
1939	8080	204.8357358	156
1943	3614	225.5533592	242
1944	5939	763.2098378	60
1950	9105	430.0923761	139
1965	13672	214.9215422	158
1980	5998	877.1823401	78
