2	2686	500.8179533	129
6	215	598.1233621	75
7	2651	2022.978185	57
16	1760	477.1465988	120
18	2207	402.8465833	58
20	1280	325.1305272	58
22	939	572.5780618	151
26	2445	1198.116284	91
27	1608	426.1116331	108
35	174	2034.458025	49
36	3387	629.7136808	126
37	1953	440.151693	81
38	3025	1354.7001	93
38	3553	1319.71081	95
40	210	268.2121276	131
48	1947	374.1631248	56
49	3840	2755.63077	51
50	2359	1221.868625	62
55	830	677.4255961	73
62	1901	828.9650023	130
64	3317	261.5813477	166
69	3139	4964.047312	61
70	3395	626.7180175	85
70	4023	567.3723913	105
75	399	211.7153415	190
75	1315	231.4004823	187
76	4105	1753.68862	108
79	1084	275.9976596	206
79	3171	187.1532822	238
80	1885	680.3825367	121
82	1164	219.9504941	194
83	1567	321.4626164	89
85	4028	775.9920297	51
87	3012	374.1016825	110
89	837	422.2866281	158
89	2628	509.4454164	150
90	784	563.2595285	167
90	1497	555.4055849	167
90	2722	628.8021012	155
90	2956	696.2464673	139
95	899	271.6113395	185
101	960	260.4461981	68
104	3750	621.4029309	39.44033602
108	1003	920.0485546	76
113	1668	208.2930154	83
114	1493	1745.667356	63
118	2238	616.0772988	107
120	3225	318.6470671	66
128	2434	1408.789663	70
135	295	1132.299457	97
142	4005	249.9832356	147
148	3337	245.0323964	103
149	1717	1571.214838	59
149	2594	1460.707753	63
151	2399	435.4207718	123
156	2440	2191.700293	111
164	2162	385.1325896	153
164	2822	361.2076696	146
165	1844	890.0170382	72
169	3594	342.3429965	144
175	3523	715.2093133	89
178	2528	338.1930761	120
182	2968	798.9299156	66
187	612	573.5363387	121
187	1452	660.8969828	105
189	81	200.295542	222
189	854	187.8113471	228
189	3063	212.2694193	192
193	2849	2179.389768	88
195	639	2019.657608	109
197	1459	499.9574912	48
200	2903	605.5479469	118
203	1320	278.5967353	123
204	1636	371.9263755	133
205	4169	1201.396465	123
207	1741	1061.247917	97
208	2921	731.6296754	128
209	2517	1173.876252	103
210	1277	311.7582964	163
211	2595	705.4028002	102
216	3062	673.8632749	126
217	3872	2426.938163	100
219	4047	849.5592919	98
220	2935	453.9170131	95
221	541	309.4013198	123
223	3677	556.1863386	88
224	2772	327.8859163	106
229	896	687.0520385	101
233	3703	1235.444132	91
234	2981	880.4029029	123
235	2996	1374.610151	87
237	572	1386.608339	70
240	2608	773.8605567	115
241	285	287.3498766	142
245	784	523.2553318	172
245	1497	569.6481251	153
245	2722	517.8444233	177
245	2956	617.3587486	157
246	2559	2199.099274	80
249	239	515.6322792	149
250	1879	208.746408	154
254	3203	2482.872998	81
258	1905	794.9964613	112
261	3481	1067.322347	128
263	433	708.7816719	79
266	977	542.0820079	92
267	1346	428.8872934	141
268	3826	2479.411825	40.31678793
269	2894	320.2738453	132
273	2117	1545.89462	67
275	2690	528.1636363	81
276	1929	213.5621977	155
278	2246	462.3931889	134
279	1276	185.9588079	178
280	2865	399.2917444	91
281	561	956.052018	120
282	1749	204.8363956	107
288	388	588.7452364	114
288	2918	656.6170208	134
289	555	898.8150213	140
289	636	685.579664	144
289	824	850.0967415	134
289	1644	839.4943817	143
292	2267	784.1066668	85
293	571	978.6618746	90
293	2099	1040.241707	90
293	3343	935.6560129	90
296	3125	1159.799672	99
303	4053	221.9395349	150
307	2556	470.6627628	104
311	1471	511.4370439	90
312	1216	1070.117683	82
313	2890	560.6394568	111
314	463	1277.225413	118
315	732	182.9722635	217
316	33	2448.391466	66
316	4039	3536.762667	62
317	2423	2022.844541	74
318	166	192.2000058	173
319	1434	303.605792	176
320	1143	332.4502721	189
320	1341	247.5190725	201
320	2492	344.1035537	198
320	3712	213.1465637	218
322	103	623.2510222	128
323	1817	456.4173763	80
334	764	1930.322681	59
336	180	523.8861219	111
337	3273	350.858414	79
342	2482	224.913385	130
343	33	2231.389766	69
343	4039	2657.776959	63
345	1031	261.8633799	86
355	1610	791.555507	101
356	1825	182.5316917	178
369	2872	277.673731	86
373	1621	505.8719049	105
377	3351	4701.248292	56
379	2951	1059.949296	95
382	3344	850.3932808	79
385	471	201.7864865	130
391	247	352.8962119	114
391	1511	323.8891404	119
391	2886	262.5376025	134
393	3	1908.220345	68
395	3757	769.5326699	53
399	3556	299.7500139	101
401	90	274.2641796	152
402	3589	435.8852597	147
403	2844	396.7032904	122
404	832	493.744486	130
405	3116	361.1202377	117
406	2716	328.9679173	154
407	2132	1351.396724	70
408	850	182.8344052	137
409	1219	971.8860604	70
411	3117	526.8255015	131
412	29	489.7914901	106
412	1432	590.6447183	90
412	3956	501.1719065	101
416	1973	214.2509464	102
417	3491	584.3166105	101
419	4115	508.3206727	101
425	4121	268.3361961	136
